Mo-Yr,violent-crime,violent-crimeclearances,violent-crimerate,violent-crimeclearancerate,population,participated_population,aggravated-assault,aggravated-assaultclearances,aggravated-assaultrate,aggravated-assaultclearancerate,robbery,robberyclearances,robberyrate,robberyclearancerate,arson,arsonclearances,arsonrate,arsonclearancerate,homicide,homicideclearances,homiciderate,homicideclearancerate,burglary,burglaryclearances,burglaryrate,burglaryclearancerate,motor-vehicle-theft,motor-vehicle-theftclearances,motor-vehicle-theftrate,motor-vehicle-theftclearancerate,larceny,larcenyclearances,larcenyrate,larcenyclearancerate,rape,rapeclearances,raperate,rapeclearancerate,property-crime,property-crimeclearances,property-crimerate,property-crimeclearancerate,Date
11-2006,295051.0,145081.0,103.07,50.68,299398484,286269912.0,52892.0,27561.0,18.48,9.63,32056.0,7403.0,11.2,2.59,5059.0,862.0,1.77,0.3,1260.0,742.0,0.44,0.26,158282.0,18320.0,55.29,6.4,86506.0,9856.0,30.22,3.44,450471.0,76852.0,157.36,26.85,5704.0,2304.0,1.99,0.8,700318.0,105890.0,244.64,36.99,2006-11-01
12-2006,679181.0,344747.0,237.22,120.41,299398484,286303155.0,142331.0,72088.0,49.71,25.18,73847.0,16847.0,25.79,5.88,7937.0,1522.0,2.77,0.53,2838.0,1661.0,0.99,0.58,347033.0,43815.0,121.21,15.3,166806.0,24219.0,58.26,8.46,978950.0,173777.0,341.93,60.7,12588.0,5656.0,4.4,1.98,1500726.0,243333.0,524.17,84.99,2006-12-01
01-2007,295778.0,143861.0,101.53,49.38,301621157,291321863.0,52434.0,26785.0,18.0,9.19,30713.0,7398.0,10.54,2.54,4942.0,837.0,1.7,0.29,1258.0,749.0,0.43,0.26,153038.0,17679.0,52.53,6.07,86237.0,10110.0,29.6,3.47,444147.0,76026.0,152.46,26.1,6060.0,2220.0,2.08,0.76,688364.0,104652.0,236.29,35.92,2007-01-01
02-2007,264474.0,132539.0,90.84,45.52,301621157,291151776.0,47229.0,24765.0,16.22,8.51,23603.0,6242.0,8.11,2.14,3968.0,740.0,1.36,0.25,999.0,600.0,0.34,0.21,119933.0,15022.0,41.19,5.16,71703.0,8562.0,24.63,2.94,371356.0,67049.0,127.55,23.03,5346.0,1992.0,1.84,0.68,566960.0,91373.0,194.73,31.38,2007-02-01
03-2007,343893.0,160633.0,118.24,55.23,301621157,290845305.0,68500.0,30559.0,23.55,10.51,33488.0,7178.0,11.51,2.47,5410.0,1033.0,1.86,0.36,1378.0,725.0,0.47,0.25,151617.0,17802.0,52.13,6.12,84449.0,9839.0,29.04,3.38,482666.0,80384.0,165.95,27.64,6483.0,2385.0,2.23,0.82,724142.0,109058.0,248.98,37.5,2007-03-01
04-2007,325222.0,156842.0,111.87,53.95,301621157,290712120.0,59908.0,29916.0,20.61,10.29,29084.0,7004.0,10.0,2.41,5609.0,1016.0,1.93,0.35,1251.0,710.0,0.43,0.24,148599.0,17504.0,51.12,6.02,80584.0,9450.0,27.72,3.25,456101.0,78252.0,156.89,26.92,6234.0,2330.0,2.14,0.8,690893.0,106222.0,237.66,36.54,2007-04-01
05-2007,364453.0,174181.0,125.43,59.95,301621157,290561967.0,67809.0,33068.0,23.34,11.38,32207.0,7705.0,11.08,2.65,6110.0,1096.0,2.1,0.38,1279.0,743.0,0.44,0.26,163116.0,18951.0,56.14,6.52,84055.0,9874.0,28.93,3.4,499895.0,84128.0,172.04,28.95,6823.0,2577.0,2.35,0.89,753176.0,114049.0,259.21,39.25,2007-05-01
06-2007,427984.0,187872.0,147.15,64.59,301621157,290855727.0,92129.0,39705.0,31.68,13.65,47832.0,9317.0,16.45,3.2,6564.0,1048.0,2.26,0.36,1961.0,915.0,0.67,0.31,202487.0,21483.0,69.62,7.39,107300.0,11315.0,36.89,3.89,640029.0,95802.0,220.05,32.94,8479.0,3095.0,2.92,1.06,956380.0,129648.0,328.82,44.57,2007-06-01
07-2007,346740.0,164336.0,119.25,56.52,301621157,290776630.0,67762.0,33083.0,23.3,11.38,33401.0,7762.0,11.49,2.67,6785.0,1148.0,2.33,0.39,1431.0,820.0,0.49,0.28,172243.0,19221.0,59.24,6.61,86621.0,9973.0,29.79,3.43,520259.0,84042.0,178.92,28.9,6903.0,2486.0,2.37,0.85,785908.0,114384.0,270.28,39.34,2007-07-01
08-2007,339975.0,166079.0,117.02,57.16,301621157,290530730.0,65158.0,33027.0,22.43,11.37,32157.0,8001.0,11.07,2.75,5797.0,987.0,2.0,0.34,1450.0,809.0,0.5,0.28,168786.0,19777.0,58.1,6.81,86662.0,10260.0,29.83,3.53,512982.0,84800.0,176.57,29.19,6907.0,2786.0,2.38,0.96,774227.0,115824.0,266.49,39.87,2007-08-01
09-2007,355676.0,161533.0,122.52,55.65,301621157,290290508.0,70941.0,30911.0,24.44,10.65,37329.0,7450.0,12.86,2.57,5345.0,883.0,1.84,0.3,1459.0,690.0,0.5,0.24,166151.0,18001.0,57.24,6.2,84739.0,9187.0,29.19,3.16,507722.0,79500.0,174.9,27.39,6850.0,2442.0,2.36,0.84,763957.0,107571.0,263.17,37.06,2007-09-01
10-2007,331411.0,161190.0,114.18,55.53,301621157,290253048.0,60385.0,30264.0,20.8,10.43,33153.0,7721.0,11.42,2.66,5268.0,877.0,1.81,0.3,1278.0,736.0,0.44,0.25,167363.0,19138.0,57.66,6.59,82211.0,9065.0,28.32,3.12,490871.0,85259.0,169.12,29.37,6328.0,2534.0,2.18,0.87,745713.0,114339.0,256.92,39.39,2007-10-01
11-2007,294297.0,142927.0,101.56,49.32,301621157,289785425.0,52510.0,26799.0,18.12,9.25,32248.0,7143.0,11.13,2.46,4961.0,833.0,1.71,0.29,1195.0,667.0,0.41,0.23,157066.0,17233.0,54.2,5.95,75517.0,8214.0,26.06,2.83,449854.0,82531.0,155.24,28.48,5733.0,2129.0,1.98,0.73,687398.0,108811.0,237.21,37.55,2007-11-01
12-2007,692206.0,347095.0,239.3,119.99,301621157,289266728.0,140605.0,72988.0,48.61,25.23,75666.0,18127.0,26.16,6.27,7332.0,1337.0,2.53,0.46,2767.0,1646.0,0.96,0.57,350935.0,44137.0,121.32,15.26,150987.0,21346.0,52.2,7.38,984477.0,194279.0,340.34,67.16,12589.0,5263.0,4.35,1.82,1493731.0,261099.0,516.39,90.26,2007-12-01
01-2008,294938.0,151972.0,100.2,51.63,304059724,294343215.0,52354.0,28234.0,17.79,9.59,30884.0,7882.0,10.49,2.68,4528.0,776.0,1.54,0.26,1159.0,759.0,0.39,0.26,150806.0,18977.0,51.23,6.45,76129.0,9137.0,25.86,3.1,441013.0,86508.0,149.83,29.39,6009.0,2481.0,2.04,0.84,672476.0,115398.0,228.47,39.21,2008-01-01
02-2008,272882.0,140659.0,92.84,47.85,304059724,293930032.0,48034.0,25898.0,16.34,8.81,24369.0,6690.0,8.29,2.28,4045.0,777.0,1.38,0.26,1040.0,685.0,0.35,0.23,122699.0,16342.0,41.74,5.56,64410.0,7696.0,21.91,2.62,384940.0,77222.0,130.96,26.27,5486.0,2314.0,1.87,0.79,576094.0,102037.0,196.0,34.71,2008-02-01
03-2008,328873.0,155248.0,111.73,52.74,304059724,294347025.0,64529.0,29271.0,21.92,9.94,33741.0,7192.0,11.46,2.44,5315.0,891.0,1.81,0.3,1339.0,673.0,0.45,0.23,150522.0,17449.0,51.14,5.93,74030.0,7979.0,25.15,2.71,470304.0,86500.0,159.78,29.39,6357.0,2330.0,2.16,0.79,700171.0,112819.0,237.87,38.33,2008-03-01
04-2008,324407.0,160356.0,110.21,54.48,304059724,294353363.0,58888.0,30105.0,20.01,10.23,28978.0,7562.0,9.84,2.57,5556.0,1072.0,1.89,0.36,1221.0,762.0,0.41,0.26,152089.0,18743.0,51.67,6.37,69026.0,8113.0,23.45,2.76,462676.0,90333.0,157.18,30.69,6326.0,2421.0,2.15,0.82,689347.0,118261.0,234.19,40.18,2008-04-01
05-2008,345887.0,168223.0,117.57,57.18,304059724,294198906.0,64320.0,32222.0,21.86,10.95,29847.0,7695.0,10.15,2.62,5630.0,987.0,1.91,0.34,1215.0,670.0,0.41,0.23,159578.0,19148.0,54.24,6.51,71646.0,7920.0,24.35,2.69,484142.0,89972.0,164.56,30.58,6619.0,2461.0,2.25,0.84,720996.0,118027.0,245.07,40.12,2008-05-01
06-2008,422138.0,188591.0,143.61,64.16,304059724,293954456.0,88018.0,41366.0,29.94,14.07,45460.0,9480.0,15.46,3.22,6508.0,1070.0,2.21,0.36,1797.0,844.0,0.61,0.29,202571.0,22443.0,68.91,7.63,95132.0,9690.0,32.36,3.3,639118.0,102879.0,217.42,35.0,8244.0,2954.0,2.8,1.0,943329.0,136082.0,320.91,46.29,2008-06-01
07-2008,344265.0,169025.0,117.07,57.48,304059724,294058806.0,66828.0,33852.0,22.73,11.51,32282.0,7779.0,10.98,2.65,6292.0,1014.0,2.14,0.34,1349.0,829.0,0.46,0.28,172860.0,20096.0,58.78,6.83,77878.0,8597.0,26.48,2.92,526985.0,90971.0,179.21,30.94,7107.0,2761.0,2.42,0.94,784015.0,120678.0,266.62,41.04,2008-07-01
08-2008,342032.0,162157.0,116.32,55.15,304059724,294038028.0,65076.0,31573.0,22.13,10.74,33631.0,7736.0,11.44,2.63,5687.0,888.0,1.93,0.3,1320.0,775.0,0.45,0.26,173046.0,19906.0,58.85,6.77,77125.0,8282.0,26.23,2.82,516908.0,88877.0,175.8,30.23,6903.0,2592.0,2.35,0.88,772766.0,117953.0,262.81,40.11,2008-08-01
09-2008,353161.0,166533.0,120.15,56.66,304059724,293934875.0,68907.0,31776.0,23.44,10.81,38307.0,7820.0,13.03,2.66,5326.0,846.0,1.81,0.29,1440.0,710.0,0.49,0.24,179957.0,19952.0,61.22,6.79,75562.0,7662.0,25.71,2.61,518913.0,86012.0,176.54,29.26,6796.0,2559.0,2.31,0.87,779758.0,114472.0,265.28,38.94,2008-09-01
10-2008,329182.0,161878.0,112.09,55.12,304059724,293671771.0,58974.0,30169.0,20.08,10.27,34611.0,8383.0,11.79,2.85,5428.0,876.0,1.85,0.3,1226.0,737.0,0.42,0.25,172580.0,19603.0,58.77,6.68,69636.0,7569.0,23.71,2.58,498854.0,92407.0,169.87,31.47,6330.0,2476.0,2.16,0.84,746498.0,120455.0,254.19,41.02,2008-10-01
11-2008,296066.0,144736.0,100.79,49.27,304059724,293731181.0,52917.0,26620.0,18.02,9.06,32093.0,7253.0,10.93,2.47,4806.0,785.0,1.64,0.27,1191.0,710.0,0.41,0.24,159190.0,16645.0,54.2,5.67,64549.0,6757.0,21.98,2.3,436920.0,85586.0,148.75,29.14,5501.0,2098.0,1.87,0.71,665465.0,109773.0,226.56,37.37,2008-11-01
12-2008,680872.0,345188.0,231.96,117.6,304059724,293527891.0,136267.0,71482.0,46.42,24.35,73782.0,18959.0,25.14,6.46,6668.0,1224.0,2.27,0.42,2617.0,1735.0,0.89,0.59,373257.0,47340.0,127.16,16.13,129412.0,18377.0,44.09,6.26,1000628.0,206510.0,340.9,70.35,12080.0,5435.0,4.12,1.85,1509965.0,273451.0,514.42,93.16,2008-12-01
01-2009,290651.0,147462.0,97.58,49.51,307006550,297872157.0,51029.0,27511.0,17.13,9.24,30039.0,7836.0,10.08,2.63,4649.0,727.0,1.56,0.24,1107.0,710.0,0.37,0.24,147516.0,17659.0,49.52,5.93,61216.0,7430.0,20.55,2.49,413118.0,86118.0,138.69,28.91,6148.0,2364.0,2.06,0.79,626499.0,111934.0,210.32,37.58,2009-01-01
02-2009,267731.0,138353.0,89.87,46.44,307006550,297902742.0,46395.0,25254.0,15.57,8.48,22626.0,6695.0,7.6,2.25,4181.0,824.0,1.4,0.28,920.0,626.0,0.31,0.21,121107.0,15711.0,40.65,5.27,51413.0,6259.0,17.26,2.1,364327.0,78513.0,122.3,26.36,5490.0,2235.0,1.84,0.75,541028.0,101307.0,181.61,34.01,2009-02-01
03-2009,333528.0,160526.0,112.03,53.92,307006550,297701439.0,63391.0,30093.0,21.29,10.11,31114.0,7206.0,10.45,2.42,4903.0,879.0,1.65,0.3,1215.0,685.0,0.41,0.23,147852.0,17471.0,49.66,5.87,61588.0,6779.0,20.69,2.28,455204.0,88884.0,152.91,29.86,6751.0,2537.0,2.27,0.85,669547.0,114013.0,224.91,38.3,2009-03-01
04-2009,324134.0,159572.0,108.95,53.64,307006550,297505478.0,57842.0,29514.0,19.44,9.92,27524.0,7208.0,9.25,2.42,4892.0,864.0,1.64,0.29,1196.0,700.0,0.4,0.24,150025.0,17391.0,50.43,5.85,56885.0,6375.0,19.12,2.14,440167.0,87253.0,147.95,29.33,6560.0,2484.0,2.21,0.83,651969.0,111883.0,219.15,37.61,2009-04-01
05-2009,352509.0,169898.0,118.45,57.09,307006550,297612822.0,64026.0,31583.0,21.51,10.61,29601.0,7543.0,9.95,2.53,4984.0,896.0,1.67,0.3,1228.0,735.0,0.41,0.25,159990.0,17824.0,53.76,5.99,59908.0,6678.0,20.13,2.24,469577.0,90776.0,157.78,30.5,6902.0,2452.0,2.32,0.82,694459.0,116174.0,233.34,39.04,2009-05-01
06-2009,412131.0,191957.0,138.55,64.53,307006550,297467155.0,84098.0,42305.0,28.27,14.22,42348.0,9485.0,14.24,3.19,5734.0,944.0,1.93,0.32,1629.0,845.0,0.55,0.28,202583.0,22014.0,68.1,7.4,77690.0,7904.0,26.12,2.66,615369.0,108664.0,206.87,36.53,7996.0,3146.0,2.69,1.06,901376.0,139526.0,303.02,46.9,2009-06-01
07-2009,336485.0,167072.0,113.24,56.22,307006550,297149727.0,63084.0,33010.0,21.23,11.11,31133.0,7869.0,10.48,2.65,5848.0,967.0,1.97,0.33,1364.0,804.0,0.46,0.27,174446.0,20225.0,58.71,6.81,63799.0,7099.0,21.47,2.39,502014.0,93013.0,168.94,31.3,7022.0,2611.0,2.36,0.88,746107.0,121304.0,251.09,40.82,2009-07-01
08-2009,336139.0,163959.0,113.21,55.22,307006550,296914289.0,62508.0,31730.0,21.05,10.69,30745.0,7629.0,10.35,2.57,5206.0,918.0,1.75,0.31,1218.0,742.0,0.41,0.25,173095.0,19374.0,58.3,6.53,63312.0,7012.0,21.32,2.36,498635.0,92727.0,167.94,31.23,6832.0,2642.0,2.3,0.89,740248.0,120031.0,249.31,40.43,2009-08-01
09-2009,339730.0,160919.0,114.54,54.25,307006550,296600302.0,65277.0,30058.0,22.01,10.13,34162.0,7403.0,11.52,2.5,4908.0,863.0,1.65,0.29,1229.0,678.0,0.41,0.23,171059.0,18865.0,57.67,6.36,61854.0,6482.0,20.85,2.19,502558.0,89472.0,169.44,30.17,6763.0,2504.0,2.28,0.84,740379.0,115682.0,249.62,39.0,2009-09-01
10-2009,312065.0,155721.0,105.28,52.54,307006550,296413155.0,54740.0,29050.0,18.47,9.8,30692.0,7457.0,10.35,2.52,4213.0,796.0,1.42,0.27,1133.0,705.0,0.38,0.24,167092.0,18378.0,56.37,6.2,59446.0,6385.0,20.06,2.15,470053.0,92623.0,158.58,31.25,6172.0,2449.0,2.08,0.83,700804.0,118182.0,236.43,39.87,2009-10-01
11-2009,292609.0,143839.0,98.9,48.62,307006550,295873229.0,50625.0,26083.0,17.11,8.82,29361.0,6825.0,9.92,2.31,4305.0,792.0,1.46,0.27,1095.0,640.0,0.37,0.22,163648.0,16760.0,55.31,5.66,56864.0,5854.0,19.22,1.98,438418.0,88212.0,148.18,29.81,5746.0,2048.0,1.94,0.69,663235.0,111618.0,224.16,37.72,2009-11-01
12-2009,665263.0,346293.0,224.74,116.99,307006550,296009686.0,130900.0,68773.0,44.22,23.23,64790.0,16927.0,21.89,5.72,6037.0,1035.0,2.04,0.35,2496.0,1563.0,0.84,0.53,367197.0,46442.0,124.05,15.69,109788.0,14904.0,37.09,5.03,979534.0,214890.0,330.91,72.6,11922.0,5181.0,4.03,1.75,1462556.0,277271.0,494.09,93.67,2009-12-01
01-2010,289050.0,149198.0,95.25,49.16,308745538,303465956.0,50205.0,27254.0,16.54,8.98,26785.0,7204.0,8.83,2.37,3895.0,695.0,1.28,0.23,1052.0,671.0,0.35,0.22,147547.0,17761.0,48.62,5.85,55046.0,6004.0,18.14,1.98,411980.0,88618.0,135.76,29.2,6252.0,2301.0,2.06,0.76,618468.0,113078.0,203.8,37.26,2010-01-01
02-2010,253692.0,133940.0,83.66,44.17,308745538,303225863.0,43069.0,23859.0,14.2,7.87,19328.0,5889.0,6.37,1.94,3194.0,680.0,1.05,0.22,857.0,582.0,0.28,0.19,113951.0,15173.0,37.58,5.0,45039.0,5097.0,14.85,1.68,345693.0,77182.0,114.01,25.45,5359.0,2114.0,1.77,0.7,507877.0,98132.0,167.49,32.36,2010-02-01
03-2010,328918.0,161558.0,108.46,53.27,308745538,303254029.0,62129.0,29220.0,20.49,9.64,28976.0,6817.0,9.56,2.25,4514.0,882.0,1.49,0.29,1231.0,672.0,0.41,0.22,151927.0,17946.0,50.1,5.92,56256.0,6093.0,18.55,2.01,462652.0,91470.0,152.56,30.16,6709.0,2747.0,2.21,0.91,675349.0,116391.0,222.7,38.38,2010-03-01
04-2010,322281.0,159744.0,106.39,52.73,308745538,302926451.0,57581.0,29378.0,19.01,9.7,25128.0,6561.0,8.3,2.17,4855.0,852.0,1.6,0.28,1143.0,705.0,0.38,0.23,151629.0,17435.0,50.05,5.76,52630.0,5722.0,17.37,1.89,449095.0,88925.0,148.25,29.36,6323.0,2250.0,2.09,0.74,658209.0,112934.0,217.28,37.28,2010-04-01
05-2010,345644.0,168865.0,114.14,55.76,308745538,302829979.0,62166.0,31558.0,20.53,10.42,26822.0,6902.0,8.86,2.28,4920.0,895.0,1.62,0.3,1159.0,678.0,0.38,0.22,161634.0,18233.0,53.37,6.02,55755.0,5831.0,18.41,1.93,469909.0,91252.0,155.17,30.13,6879.0,2283.0,2.27,0.75,692218.0,116211.0,228.58,38.37,2010-05-01
06-2010,405163.0,189666.0,133.83,62.65,308745538,302746152.0,82004.0,38181.0,27.09,12.61,38320.0,8440.0,12.66,2.79,5245.0,860.0,1.73,0.28,1552.0,809.0,0.51,0.27,204320.0,21924.0,67.49,7.24,71732.0,7348.0,23.69,2.43,611021.0,104375.0,201.83,34.48,8284.0,2947.0,2.74,0.97,892318.0,134507.0,294.74,44.43,2010-06-01
07-2010,331304.0,162623.0,109.58,53.79,308745538,302335128.0,61593.0,31794.0,20.37,10.52,28101.0,6858.0,9.29,2.27,5614.0,845.0,1.86,0.28,1242.0,698.0,0.41,0.23,175605.0,19235.0,58.08,6.36,60794.0,6637.0,20.11,2.2,499013.0,88300.0,165.05,29.21,7104.0,2386.0,2.35,0.79,741026.0,115017.0,245.1,38.04,2010-07-01
08-2010,330094.0,165474.0,109.23,54.75,308745538,302209118.0,60739.0,31596.0,20.1,10.46,28111.0,7129.0,9.3,2.36,5019.0,812.0,1.66,0.27,1212.0,635.0,0.4,0.21,174359.0,19575.0,57.69,6.48,61199.0,6751.0,20.25,2.23,496644.0,90345.0,164.34,29.89,6977.0,2539.0,2.31,0.84,737221.0,117483.0,243.94,38.87,2010-08-01
09-2010,336826.0,161918.0,111.55,53.62,308745538,301962050.0,64493.0,30366.0,21.36,10.06,32142.0,6752.0,10.64,2.24,4665.0,836.0,1.54,0.28,1259.0,687.0,0.42,0.23,171144.0,18414.0,56.68,6.1,59524.0,6033.0,19.71,2.0,491632.0,85873.0,162.81,28.44,6908.0,2525.0,2.29,0.84,726965.0,111156.0,240.75,36.81,2010-09-01
10-2010,321993.0,158349.0,106.85,52.55,308745538,301354323.0,56593.0,29042.0,18.78,9.64,27891.0,6792.0,9.26,2.25,4768.0,843.0,1.58,0.28,1146.0,681.0,0.38,0.23,166680.0,18169.0,55.31,6.03,56693.0,5869.0,18.81,1.95,461785.0,88000.0,153.24,29.2,6253.0,2337.0,2.07,0.78,689926.0,112881.0,228.94,37.46,2010-10-01
11-2010,282346.0,143290.0,93.76,47.58,308745538,301146767.0,48341.0,25785.0,16.05,8.56,26650.0,6396.0,8.85,2.12,4139.0,661.0,1.37,0.22,1050.0,611.0,0.35,0.2,161514.0,17099.0,53.63,5.68,54205.0,5496.0,18.0,1.83,424592.0,84848.0,140.99,28.17,5784.0,2016.0,1.92,0.67,644450.0,108104.0,214.0,35.9,2010-11-01
12-2010,624027.0,320623.0,207.78,106.76,308745538,300330199.0,120597.0,63907.0,40.15,21.28,56724.0,14715.0,18.89,4.9,5158.0,1130.0,1.72,0.38,2290.0,1428.0,0.76,0.48,340547.0,43645.0,113.39,14.53,100162.0,12745.0,33.35,4.24,925170.0,194303.0,308.05,64.7,11358.0,4787.0,3.78,1.59,1371037.0,251823.0,456.51,83.85,2010-12-01
01-2011,283591.0,148583.0,92.72,48.58,311591917,305869067.0,47922.0,26119.0,15.67,8.54,24677.0,6998.0,8.07,2.29,3715.0,659.0,1.21,0.22,1068.0,668.0,0.35,0.22,148072.0,18053.0,48.41,5.9,52557.0,5723.0,17.18,1.87,398967.0,86640.0,130.44,28.33,6040.0,2265.0,1.97,0.74,603311.0,111075.0,197.24,36.31,2011-01-01
02-2011,251633.0,133958.0,82.3,43.81,311591917,305762224.0,41933.0,23377.0,13.71,7.65,17911.0,5671.0,5.86,1.85,3290.0,648.0,1.08,0.21,820.0,546.0,0.27,0.18,112847.0,15048.0,36.91,4.92,42316.0,5056.0,13.84,1.65,337724.0,75069.0,110.45,24.55,5275.0,2082.0,1.73,0.68,496177.0,95821.0,162.28,31.34,2011-02-01
03-2011,320300.0,159042.0,104.74,52.01,311591917,305797962.0,59990.0,28189.0,19.62,9.22,26277.0,6259.0,8.59,2.05,4192.0,807.0,1.37,0.26,1153.0,670.0,0.38,0.22,147757.0,18218.0,48.32,5.96,52896.0,5818.0,17.3,1.9,446758.0,89264.0,146.1,29.19,6861.0,2533.0,2.24,0.83,651603.0,114107.0,213.08,37.31,2011-03-01
04-2011,315451.0,158902.0,103.14,51.96,311591917,305843337.0,55278.0,28508.0,18.07,9.32,23575.0,6438.0,7.71,2.1,4392.0,813.0,1.44,0.27,1131.0,629.0,0.37,0.21,152631.0,17877.0,49.9,5.85,51211.0,5545.0,16.74,1.81,436857.0,88343.0,142.84,28.89,6168.0,2251.0,2.02,0.74,645091.0,112578.0,210.92,36.81,2011-04-01
05-2011,340097.0,170014.0,111.24,55.61,311591917,305734739.0,59506.0,30545.0,19.46,9.99,26121.0,6686.0,8.54,2.19,4751.0,875.0,1.55,0.29,1214.0,669.0,0.4,0.22,167170.0,19226.0,54.68,6.29,55433.0,5855.0,18.13,1.92,473339.0,92387.0,154.82,30.22,6802.0,2469.0,2.22,0.81,700693.0,118343.0,229.18,38.71,2011-05-01
06-2011,438595.0,221995.0,143.47,72.62,311591917,305705196.0,88802.0,43930.0,29.05,14.37,39229.0,9550.0,12.83,3.12,5629.0,872.0,1.84,0.29,1677.0,960.0,0.55,0.31,227798.0,28742.0,74.52,9.4,74659.0,8528.0,24.42,2.79,666836.0,123344.0,218.13,40.35,9095.0,3581.0,2.98,1.17,974922.0,161486.0,318.91,52.82,2011-06-01
07-2011,337073.0,168648.0,110.3,55.18,311591917,305605183.0,62430.0,31828.0,20.43,10.41,27532.0,6817.0,9.01,2.23,5365.0,883.0,1.76,0.29,1302.0,673.0,0.43,0.22,175916.0,19638.0,57.56,6.43,60687.0,6294.0,19.86,2.06,504369.0,92108.0,165.04,30.14,7122.0,2456.0,2.33,0.8,746337.0,118923.0,244.22,38.91,2011-07-01
08-2011,327042.0,167322.0,107.12,54.81,311591917,305291489.0,58859.0,30919.0,19.28,10.13,27276.0,7349.0,8.93,2.41,5037.0,872.0,1.65,0.29,1212.0,722.0,0.4,0.24,182551.0,20900.0,59.8,6.85,60029.0,6698.0,19.66,2.19,508807.0,95977.0,166.66,31.44,6798.0,2648.0,2.23,0.87,756424.0,124447.0,247.77,40.76,2011-08-01
09-2011,333423.0,162906.0,109.33,53.42,311591917,304960684.0,63331.0,29335.0,20.77,9.62,31627.0,6958.0,10.37,2.28,4548.0,819.0,1.49,0.27,1284.0,687.0,0.42,0.23,178263.0,19897.0,58.45,6.52,59458.0,6267.0,19.5,2.06,504381.0,91711.0,165.39,30.07,6626.0,2513.0,2.17,0.82,746650.0,118694.0,244.83,38.92,2011-09-01
10-2011,311164.0,157128.0,102.08,51.55,311591917,304814697.0,54129.0,28058.0,17.76,9.2,27229.0,6858.0,8.93,2.25,4519.0,784.0,1.48,0.26,1148.0,689.0,0.38,0.23,173858.0,19557.0,57.04,6.42,56585.0,6164.0,18.56,2.02,471757.0,94115.0,154.77,30.88,6149.0,2261.0,2.02,0.74,706719.0,120620.0,231.85,39.57,2011-10-01
11-2011,285368.0,144368.0,93.71,47.41,311591917,304525101.0,48013.0,25212.0,15.77,8.28,27134.0,6359.0,8.91,2.09,3916.0,696.0,1.29,0.23,1076.0,611.0,0.35,0.2,172767.0,18041.0,56.73,5.92,55398.0,5700.0,18.19,1.87,446780.0,91392.0,146.71,30.01,5771.0,2093.0,1.9,0.69,678861.0,115829.0,222.92,38.04,2011-11-01
12-2011,512624.0,263899.0,168.44,86.71,311591917,304330525.0,102031.0,53250.0,33.53,17.5,53459.0,12872.0,17.57,4.23,5192.0,790.0,1.71,0.26,2032.0,1247.0,0.67,0.41,304766.0,38515.0,100.14,12.66,87746.0,10705.0,28.83,3.52,830901.0,175831.0,273.03,57.78,9900.0,4101.0,3.25,1.35,1228605.0,225841.0,403.71,74.21,2011-12-01
01-2012,292172.0,153966.0,94.56,49.83,313914040,308979088.0,49452.0,27008.0,16.0,8.74,25498.0,7054.0,8.25,2.28,4489.0,836.0,1.45,0.27,1073.0,607.0,0.35,0.2,159264.0,19856.0,51.55,6.43,54930.0,6326.0,17.78,2.05,427826.0,94964.0,138.46,30.73,6348.0,2396.0,2.05,0.78,646509.0,121982.0,209.24,39.48,2012-01-01
02-2012,265692.0,141520.0,86.01,45.81,313914040,308909956.0,44294.0,24545.0,14.34,7.95,19163.0,5907.0,6.2,1.91,3600.0,749.0,1.17,0.24,900.0,633.0,0.29,0.2,125095.0,17032.0,40.5,5.51,45643.0,5580.0,14.78,1.81,373408.0,85435.0,120.88,27.66,5775.0,2230.0,1.87,0.72,547746.0,108796.0,177.32,35.22,2012-02-01
03-2012,331044.0,160851.0,107.19,52.08,313914040,308845956.0,62946.0,28833.0,20.38,9.34,27575.0,6372.0,8.93,2.06,4353.0,813.0,1.41,0.26,1163.0,660.0,0.38,0.21,148870.0,18128.0,48.2,5.87,52730.0,6081.0,17.07,1.97,459400.0,94029.0,148.75,30.45,6772.0,2506.0,2.19,0.81,665353.0,119051.0,215.43,38.55,2012-03-01
04-2012,315153.0,160038.0,102.06,51.83,313914040,308788257.0,54967.0,28703.0,17.8,9.3,23722.0,6416.0,7.68,2.08,4529.0,938.0,1.47,0.3,1118.0,647.0,0.36,0.21,150289.0,17827.0,48.67,5.77,51114.0,5896.0,16.55,1.91,442555.0,92912.0,143.32,30.09,6296.0,2280.0,2.04,0.74,648487.0,117573.0,210.01,38.08,2012-04-01
05-2012,340940.0,172186.0,110.56,55.83,313914040,308385008.0,60312.0,31306.0,19.56,10.15,25602.0,6930.0,8.3,2.25,4827.0,925.0,1.57,0.3,1172.0,692.0,0.38,0.22,164524.0,19954.0,53.35,6.47,56053.0,6513.0,18.18,2.11,479245.0,98974.0,155.4,32.09,6617.0,2428.0,2.15,0.79,704649.0,126366.0,228.5,40.98,2012-05-01
06-2012,372034.0,178034.0,120.76,57.79,313914040,308084649.0,75231.0,35152.0,24.42,11.41,34564.0,7809.0,11.22,2.53,5306.0,966.0,1.72,0.31,1409.0,780.0,0.46,0.25,183354.0,21512.0,59.51,6.98,65764.0,7020.0,21.35,2.28,570474.0,108612.0,185.17,35.25,7589.0,2686.0,2.46,0.87,824898.0,138110.0,267.75,44.83,2012-06-01
